"44196","","44196","5","","","","1"
"40202","","40202","5","","","","1"
"51214","","51214","5","","","","1"
"76151","","76151","5","","","","1"
"12061","","12061","5","","","","1"
"93705","","93705","5","","","","1"
"26359","","26359","5","","","","1"
"45762","","45762","5","","","","1"
"68351","","68351","5","","","","1"
"92512","","92512","5","","","","1"
"16147","","16147","5","","","","1"
"56627","","56627","5","","","","1"
"32938","","32938","5","","","","1"
"23487","","23487","5","","","","1"
"17071","","17071","5","","","","1"
"18450","","18450","5","","","","1"
"19961","","19961","5","","","","1"
"32143","","32143","5","","","","1"
"97876","","97876","5","","","","1"
"95688","","95688","5","","","","1"
"68940","","68940","5","","","","1"
"34944","","34944","5","","","","1"
"27797","","27797","5","","","","1"
"13770","","13770","5","","","","1"
"35572","","35572","5","","","","1"
"41368","","41368","5","","","","1"
"27912","","27912","5","","","","1"
"27582","","27582","5","","","","1"
"51919","","51919","5","","","","1"
"19311","","19311","5","","","","1"
"68846","","68846","5","","","","1"
"24425","","24425","5","","","","1"
"18639","","18639","5","","","","1"
"14572","","14572","5","","","","1"
"57382","","57382","5","","","","1"
"11145","","11145","5","","","","1"
"81240","","81240","5","","","","1"
"31432","","31432","5","","","","1"
"12203","","12203","5","","","","1"
"52498","","52498","5","","","","1"
"96942","","96942","5","","","","1"
"10535","","10535","5","","","","1"
"32739","","32739","5","","","","1"
"70345","","70345","5","","","","1"
"15788","","15788","5","","","","1"
"50927","","50927","5","","","","1"
"56415","","56415","5","","","","1"
"27489","","27489","5","","","","1"
"63977","","63977","5","","","","1"
"62056","","62056","5","","","","1"
"27020","","27020","5","","","","1"
"96088","","96088","5","","","","1"
"20358","","20358","5","","","","1"
"51341","","51341","5","","","","1"
"60200","","60200","5","","","","1"
"49554","","49554","5","","","","1"
"35860","","35860","5","","","","1"
"37764","","37764","5","","","","1"
"19298","","19298","5","","","","1"
"48613","","48613","5","","","","1"
"78112","","78112","5","","","","1"
"87997","","87997","5","","","","1"
"17973","","17973","5","","","","1"
"71237","","71237","5","","","","1"
"95611","","95611","5","","","","1"
"81972","","81972","5","","","","1"
"14010","","14010","5","","","","1"
"57777","","57777","5","","","","1"
"74571","","74571","5","","","","1"
"42328","","42328","5","","","","1"
"35986","","35986","5","","","","1"
"88922","","88922","5","","","","1"
"31250","","31250","5","","","","1"
"91097","","91097","5","","","","1"
"54342","","54342","5","","","","1"
"75931","","75931","5","","","","1"
"57563","","57563","5","","","","1"
"12439","","12439","5","","","","1"
"41898","","41898","5","","","","1"
"86543","","86543","5","","","","1"
"28183","","28183","5","","","","1"
"96225","","96225","5","","","","1"
"99800","","99800","5","","","","1"
"19366","","19366","5","","","","1"
"62248","","62248","5","","","","1"
"67099","","67099","5","","","","1"
"52088","","52088","5","","","","1"
"13378","","13378","5","","","","1"
"14828","","14828","5","","","","1"
"95390","","95390","5","","","","1"
"18645","","18645","5","","","","1"
"32673","","32673","5","","","","1"
"45737","","45737","5","","","","1"
"48721","","48721","5","","","","1"
"91485","","91485","5","","","","1"
"52996","","52996","5","","","","1"
"36424","","36424","5","","","","1"
"65300","","65300","5","","","","1"
"42547","","42547","5","","","","1"
"23171","","23171","5","","","","1"
"78974","","78974","5","","","","1"
"61889","","61889","5","","","","1"
"78049","","78049","5","","","","1"
"93503","","93503","5","","","","1"
"89624","","89624","5","","","","1"
"96883","","96883","5","","","","1"
"89675","","89675","5","","","","1"
"15722","","15722","5","","","","1"
"45748","","45748","5","","","","1"
"70402","","70402","5","","","","1"
"76431","","76431","5","","","","1"
"21277","","21277","5","","","","1"
"43170","","43170","5","","","","1"
"91529","","91529","5","","","","1"
"17017","","17017","5","","","","1"
"65648","","65648","5","","","","1"
"41763","","41763","5","","","","1"
"41970","","41970","5","","","","1"
"80970","","80970","5","","","","1"
"54791","","54791","5","","","","1"
"81195","","81195","5","","","","1"
"P21917","","P21917","5","P","","","1"
"46436","","46436","5","","","","1"
"64618","","64618","5","","","","1"
"82517","","82517","5","","","","1"
"330147","","330147","6","","","","1"
"974174","","974.174","6","",".","","1"
"955832","","955.832","6","",".","","1"
"483002","","483.002","6","",".","","1"
"93856","","938.56","5","",".","","1"
"79008","","79008","5","","","","1"
"64822","","64822","5","","","","1"
"71135","","71135","5","","","","1"
"39048","","39048","5","","","","1"
"97175","","971-75","5","","-","","1"
"30721","","30721","5","","","","1"
"18197","","18197","5","","","","1"
"19842","","19842","5","","","","1"
"70631","","70631","5","","","","1"
"10723","","10723","5","","","","1"
"28345","","28345","5","","","","1"
"671737","","671.737","6","",".","","1"
"248670","","248.670","6","",".","","1"
"14078","","14078","5","","","","1"
"235823","","235.823","6","",".","","1"
"748196","","748.196","6","",".","","1"
"59988","","59988","5","","","","1"
"339557","","339.557","6","",".","","1"
"861477","","861.477","6","",".","","1"
"177091","","177.091","6","",".","","1"
"750828","","750.828","6","",".","","1"
"556804","","556.804","6","",".","","1"
"209777","","209.777","6","",".","","1"
"78406","","78406","5","","","","1"
"758110","","758.110","6","",".","","1"
"957065","","957.065","6","",".","","1"
"715577","","715.577","6","",".","","1"
"497576","","497.576","6","",".","","1"
"480415","","480.415","6","",".","","1"
"418971","","418.971","6","",".","","1"
"141341","","141.341","6","",".","","1"
"863320","","863.320","6","",".","","1"
"782340","","782.340","6","",".","","1"
"60025","","60025","5","","","","1"
"54555","","54555","5","","","","1"
"85928","","85928","5","","","","1"
"636333","","636.333","6","",".","","1"
"551321","","551.321","6","",".","","1"
"706240","","706.240","6","",".","","1"
"840854","","840.854","6","",".","","1"
"689166","","689.166","6","",".","","1"
"16901","","16901","5","","","","1"
"13389","","13389","5","","","","1"
"94809","","94809","5","","","","1"
"60196","","60196","5","","","","1"
"48022","","48022","5","","","","1"
"15862","","15862","5","","","","1"
"16655","","16655","5","","","","1"
"685988","","685.988","6","",".","","1"
"602724","","602.724","6","",".","","1"
"579663","","579.663","6","",".","","1"
"35768","","35768","5","","","","1"
"345626","","345.626","6","",".","","1"
"532358","","532.358","6","",".","","1"
"132367","","132.367","6","",".","","1"
"113197","","113.197","6","",".","","1"
"48920","","48920","5","","","","1"
"174173","","174.173","6","",".","","1"
"757907","","757.907","6","",".","","1"
"156876","","156.876","6","",".","","1"
"157318","","157.318","6","",".","","1"
"428546","","428.546","6","",".","","1"
"556636","","556.636","6","",".","","1"
"479739","","479.739","6","",".","","1"
"689794","","689.794","6","",".","","1"
"427067","","427.067","6","",".","","1"
"263684","","263.684","6","",".","","1"
"158611","","158.611","6","",".","","1"
"775598","","775.598","6","",".","","1"
"489956","","489.956","6","",".","","1"
"194630","","194.630","6","",".","","1"
"384960","","384.960","6","",".","","1"
"465909","","465.909","6","",".","","1"
"493159","","493.159","6","",".","","1"
"953901","","953.901","6","",".","","1"
"365037","","365.037","6","",".","","1"
"48590","","48590","5","","","","1"
"181746","","181.746","6","",".","","1"
"935336","","935.336","6","",".","","1"
"510731","","510.731","6","",".","","1"
"257973","","257.973","6","",".","","1"
"655219","","655.219","6","",".","","1"
"248428","","248.428","6","",".","","1"
"105413","","105.413","6","",".","","1"
"48697","","48697","5","","","","1"
"161212","","161.212","6","",".","","1"
"806568","","806.568","6","",".","","1"
"281151","","281.151","6","",".","","1"
"483293","","483.293","6","",".","","1"
"748770","","748.770","6","",".","","1"
"945908","","945.908","6","",".","","1"
"465937","","465.937","6","",".","","1"
"648821","","648.821","6","",".","","1"
"530874","","530.874","6","",".","","1"
"237633","","237.633","6","",".","","1"
"830690","","830.690","6","",".","","1"
"244934","","244.934","6","",".","","1"
"971284","","971.284","6","",".","","1"
"142263","","142.263","6","",".","","1"
"969317","","969.317","6","",".","","1"
"34836","","34836","5","","","","1"
"522004","","522.004","6","",".","","1"
"86439","","86439","5","","","","1"
"160500","","160.500","6","",".","","1"
"29248","","29248","5","","","","1"
"67827","","67827","5","","","","1"
"230214","","230.214","6","",".","","1"
"361683","","361.683","6","",".","","1"
"665264","","665.264","6","",".","","1"
"716297","","716.297","6","",".","","1"
"338982","","338.982","6","",".","","1"
"89274","","89274","5","","","","1"
"424783","","424.783","6","",".","","1"
"116097","","116.097","6","",".","","1"
"862794","","862.794","6","",".","","1"
"249277","","249.277","6","",".","","1"
"444355","","444.355","6","",".","","1"
"127570","","127.570","6","",".","","1"
"970360","","970.360","6","",".","","1"
"23459","","23459","5","","","","1"
"14757","","14757","5","","","","1"
"60830","","60830","5","","","","1"
"398243","","398.243","6","",".","","1"
"304421","","304.421","6","",".","","1"
"846106","","846.106","6","",".","","1"
"348545","","348.545","6","",".","","1"
"144197","","144.197","6","",".","","1"
"105246","","105.246","6","",".","","1"
"981408","","981.408","6","",".","","1"
"296358","","296.358","6","",".","","1"
"166773","","166.773","6","",".","","1"
"501611","","501.611","6","",".","","1"
"569582","","569.582","6","",".","","1"
"54084","","54084","5","","","","1"
"31517","","31517","5","","","","1"
"583108","","583.108","6","",".","","1"
"887446","","887.446","6","",".","","1"
"563273","","563.273","6","",".","","1"
"163989","","163.989","6","",".","","1"
"284574","","284.574","6","",".","","1"
"215674","","215.674","6","",".","","1"
"253389","","253.389","6","",".","","1"
"421311","","421.311","6","",".","","1"
"86726","","86726","5","","","","1"
"340490","","340.490","6","",".","","1"
"141653","","141.653","6","",".","","1"
"441211","","441.211","6","",".","","1"
"300679","","300.679","6","",".","","1"
"858909","","858.909","6","",".","","1"
"407141","","407.141","6","",".","","1"
"957932","","957.932","6","",".","","1"
"74644","","74644","5","","","","1"
"857185","","857.185","6","",".","","1"
"452679","","452.679","6","",".","","1"
"171655","","171.655","6","",".","","1"
"956211","","956.211","6","",".","","1"
"40663","","40663","5","","","","1"
"681744","","681.744","6","",".","","1"
"159040","","159.040","6","",".","","1"
"485223","","485.223","6","",".","","1"
"542326","","542.326","6","",".","","1"
"P82998","","P82998","5","P","","","1"
"452799","","452.799","6","",".","","1"
"978454","","978.454","6","",".","","1"
"18823","","18823","5","","","","1"
"21185","","21185","5","","","","1"
"322624","","322.624","6","",".","","1"
"161436","","161.436","6","",".","","1"
"120312","","120.312","6","",".","","1"
"31846","","31846","5","","","","1"
"14854","","14854","5","","","","1"
"152958","","152.958","6","",".","","1"
"16713","","16713","5","","","","1"
"884817","","884.817","6","",".","","1"
"914170","","914.170","6","",".","","1"
"84071","","84071","5","","","","1"
"966606","","966.606","6","",".","","1"
"148284","","148.284","6","",".","","1"
"341122","","341.122","6","",".","","1"
"596069","","596.069","6","",".","","1"
"309718","","309.718","6","",".","","1"
"543281","","543.281","6","",".","","1"
"649577","","649.577","6","",".","","1"
"489059","","489.059","6","",".","","1"
"107340","","107.340","6","",".","","1"
"813127","","813.127","6","",".","","1"
"253114","","253.114","6","",".","","1"
"36848","","36848","5","","","","1"
"918314","","918.314","6","",".","","1"
"946053","","946.053","6","",".","","1"
"522118","","522.118","6","",".","","1"
"901904","","901.904","6","",".","","1"
"644765","","644.765","6","",".","","1"
"567058","","567.058","6","",".","","1"
"13114","","13114","5","","","","1"
"32355","","32355","5","","","","1"
"91535","","91535","5","","","","1"
"85627","","85627","5","","","","1"
"19081","","19081","5","","","","1"
"94574","","94574","5","","","","1"
"23743","","23743","5","","","","1"
"12844","","12844","5","","","","1"
"871111","","871.111","6","",".","","1"
"35601","","35601","5","","","","1"
"589933","","589.933","6","",".","","1"
"13649","","13649","5","","","","1"
"701062","","701.062","6","",".","","1"
"734460","","734.460","6","",".","","1"
"889223","","889.223","6","",".","","1"
"96931","","96931","5","","","","1"
"673940","","673.940","6","",".","","1"
"351651","","351.651","6","",".","","1"
"71021","","71021","5","","","","1"
"108405","","108.405","6","",".","","1"
"869052","","869.052","6","",".","","1"
"79019","","79019","5","","","","1"
"170459","","170.459","6","",".","","1"
"174137","","174.137","6","",".","","1"
"96381","","96381","5","","","","1"
"954929","","954.929","6","",".","","1"
"224254","","224.254","6","",".","","1"
"195787","","195.787","6","",".","","1"
"508652","","508.652","6","",".","","1"
"467631","","467.631","6","",".","","1"
"584124","","584.124","6","",".","","1"
"198565","","198.565","6","",".","","1"
"116184","","116.184","6","",".","","1"
"152601","","152.601","6","",".","","1"
"91282","","91282","5","","","","1"
"12618","","12618","5","","","","1"
"87237","","87237","5","","","","1"
"56196","","56196","5","","","","1"
"662203","","662.203","6","",".","","1"
"899539","","899.539","6","",".","","1"
"147620","","147.620","6","",".","","1"
"366579","","366.579","6","",".","","1"
"399223","","399.223","6","",".","","1"
"457808","","457.808","6","",".","","1"
"145810","","145.810","6","",".","","1"
"32927","","32927","5","","","","1"
"123550","","123.550","6","",".","","1"
"302596","","302.596","6","",".","","1"
"74677","","74677","5","","","","1"
"127293","","127.293","6","",".","","1"
"683474","","683.474","6","",".","","1"
"923883","","923.883","6","",".","","1"
"23827","","23827","5","","","","1"
"340649","","340.649","6","",".","","1"
"437092","","437.092","6","",".","","1"
"92683","","92683","5","","","","1"
"657950","","657.950","6","",".","","1"
"150036","","150.036","6","",".","","1"
"26028","","26028","5","","","","1"
"425451","","425.451","6","",".","","1"
"924035","","924.035","6","",".","","1"
"672459","","672.459","6","",".","","1"
"774990","","774.990","6","",".","","1"
"913047","","913.047","6","",".","","1"
"219900","","219.900","6","",".","","1"
"769357","","769.357","6","",".","","1"
"77399","","77399","5","","","","1"
"981167","","981.167","6","",".","","1"
"15766","","15766","5","","","","1"
"310401","","310.401","6","",".","","1"
"428030","","428.030","6","",".","","1"
"379454","","379.454","6","",".","","1"
"59420","","59420","5","","","","1"
"564356","","564.356","6","",".","","1"
"555232","","555.232","6","",".","","1"
"458778","","458.778","6","",".","","1"
"24287","","24287","5","","","","1"
"149712","","149.712","6","",".","","1"
"18357","","18357","5","","","","1"
"599616","","599.616","6","",".","","1"
"117300","","117.300","6","",".","","1"
"913650","","913.650","6","",".","","1"
"37576","","37576","5","","","","1"
"387610","","387.610","6","",".","","1"
"954544","","954.544","6","",".","","1"
"96487","","96487","5","","","","1"
"58153","","58153","5","","","","1"
"93680","","93680","5","","","","1"
"922999","","922.999","6","",".","","1"
"37074","","37074","5","","","","1"
"594987","","594.987","6","",".","","1"
"393735","","393.735","6","",".","","1"
"120514","","120.514","6","",".","","1"
"82846","","82846","5","","","","1"
"83207","","83207","5","","","","1"
"517566","","517.566","6","",".","","1"
"112895","","112.895","6","",".","","1"
"17716","","17716","5","","","","1"
"52641","","52641","5","","","","1"
"12445","","12445","5","","","","1"
"10701","","10701","5","","","","1"
"82593","","82593","5","","","","1"
"76228","","76228","5","","","","1"
"912629","","912.629","6","",".","","1"
"19143","","19143","5","","","","1"
"408972","","408.972","6","",".","","1"
"396421","","396.421","6","",".","","1"
